crd,website_input,website_final,http_status,display_name,adv_official_name,display_vs_adv_similarity,best_brand_candidate,best_brand_source,brand_match_to_display,brand_match_to_adv,best_legal_candidate,legal_match_to_adv,score,status,evidence_json
306971,https://nottinghamwealthpartners.com/,https://www.onegroupwealthpartners.com/,200.0,ONEGROUP WEALTH PARTNERS,,0,"Home | Nottingham Wealth Partners, Inc.",title,64,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Home | Nottingham Wealth Partners, Inc.""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""Together We Are ONE , Building Your Better Future""], ""h2"": [""Our Services"", ""Offices"", ""Contact Info""], ""logo_alt"": [], ""footer_text_snippet"": [""Offices 5790 Widewaters Parkway, Syracuse NY 13214 706 N. Clinton Street, Syracuse, NY 13204 782 Troy-Schenectady Road Latham, NY 12110 Contact Info P 561-472-2312 F 561-273-7699 info@nottinghamwealthpartners.com Get in Touch You must have""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Home | Nottingham Wealth Partners, Inc."", ""source"": ""title"", ""match_to_display"": 64, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307172,https://greyfoxwealth.com/,https://www.greyfoxwealth.com/,200.0,GREY FOX WEALTH ADVISORS,,0,Grey Fox Wealth Advisors,og_site_name,100,0,Grey Fox Wealth,0,50,Likely,"{""candidates"": {""title"": [""Grey Fox Wealth Advisors | Fiduciary Wealth & Multi-Family Office""], ""og_site_name"": [""Grey Fox Wealth Advisors""], ""og_title"": [""Grey Fox Wealth Advisors | Fiduciary Wealth & Multi-Family Office""], ""h1"": [""A Daily Commitment to Exceed Your Expectations""], ""h2"": [""Your Family Office"", ""Serving Clients Across the Country""], ""logo_alt"": [], ""footer_text_snippet"": [""100 South Rockland Falls Road,Rockland, DE 19732 Grey Fox Wealth Advisors provides comprehensive, practical, and consultative wealth solutions to support the long-term success of small business owners, executives, and their families. As ind""], ""jsonld_org_name"": [""Grey Fox Wealth""], ""jsonld_org_legalName"": [""Grey Fox Wealth""]}, ""best_brand"": {""candidate"": ""Grey Fox Wealth Advisors"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307238,https://2knightswealth.com/,https://2knightswealth.com/,200.0,2 KNIGHTS WEALTH MANAGEMENT,,0,2 Knights Wealth Management,title,100,0,,0,50,Likely,"{""candidates"": {""title"": [""2 Knights Wealth Management""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""A commitment to consistent wealth creation Your objectives, our strategy"", ""2 Knights Wealth Management, LLC, is a fee-only wealth management firm. As a fiduciary, we always act in the best interest of our clients. We have an intense commitment to wealth creation with a demonstrated track record. We customize client portfolios based on individual objectives, needs and preferences, with client service as our number one priority.""], ""h2"": [""Contact Us""], ""logo_alt"": [], ""footer_text_snippet"": [""Copyright Â© 2020 2 Knights Wealth Management, All rights reserved. | Powered By - Adit Microsys""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""2 Knights Wealth Management"", ""source"": ""title"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307358,https://www.quantumprivatewealth.com/,https://www.quantumprivatewealth.com/,200.0,QUANTUM PRIVATE WEALTH,,0,Quantum Private Wealth,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Investment | Quantum Private Wealth | Lake Forest""], ""og_site_name"": [""Quantum Private Wealth""], ""og_title"": [""Investment | Quantum Private Wealth | Lake Forest""], ""h1"": [""Wealth is more than money . ​ It’s the inflection point where you evolve from just making money to making money do things for you, your family, and your legacy. ​ This means money needs more than management - it needs a strategic plan. A Personalized Multigenerational Wealth Plan. ​ Our e3 model – empower, enhance, elevate – is the foundation of that plan and can help you build a multi-generational wealth platform. We are uniquely positioned as a fiduciary to advise, build, and implement a strategy that aligns with your lifestyle aspirations and long-term vision. We act as your trusted financial advocate, providing unbiased advice, strategic investments, and a family office level of dedicated service. After all, if money is a means, isn’t it time for it to mean more?""], ""h2"": [""Florida Office: 954-880-1400 Direct Dial: 847-474-1400"", ""ADVICE"", ""INVESTMENTS""], ""logo_alt"": [""Quantum_logo_website_bigger_2.png""], ""footer_text_snippet"": [""Quantum Private Wealth info@quantumprivatewealth.com Office Reception 954-880-1400 Direct Dial 847-474-1400 ​ 400 N. Ashley Drive Suite 1900 Tampa, FL 33602 ​ Website Disclaimer ©2023 Quantum Private Wealth""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Quantum Private Wealth"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307368,https://sfgwa.com/,https://sfgway.com,200.0,SFG WEALTH ADVISORS,,0,Most Advisors Sell Products. We Coach People.,h2,45,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Sound Financial Group - Financial Coaching for High Earner""], ""og_site_name"": [""Sound Financial Group""], ""og_title"": [""Sound Financial Group - Financial Coaching for High Earner""], ""h1"": [""Financial Coaching That Puts Philosophy First""], ""h2"": [""You’re Smart. So Why Does Money Still Feel Uncertain?"", ""You Earned It. Now Let’s Make It Work for You."", ""Most Advisors Sell Products. We Coach People.""], ""logo_alt"": [""Sound Financial Group""], ""footer_text_snippet"": [""Built on clarity. Driven by purpose. At Sound Financial Group, we coach high-earners to turn income into meaningful impact, aligning your money decisions with your values—and your future. Main Menu Home About Services Who We Serve Podcast C""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Most Advisors Sell Products. We Coach People."", ""source"": ""h2"", ""match_to_display"": 45, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307424,https://aspenwealthstrategies.com/,https://aspenwealthstrategies.com/,200.0,ASPEN WEALTH STRATEGIES,,0,Aspen Wealth Strategies,title,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Aspen Wealth Strategies""], ""og_site_name"": [""Aspen Wealth Strategies | Rooted In Relationships""], ""og_title"": [""Aspen Wealth Strategies""], ""h1"": [""Your Lifelong Financial Partner""], ""h2"": [""Building trusted relationships spanning generations."", ""A Complete Approach to Wealth Management"", ""Customized Plans to Maximize Your Financial Goals""], ""logo_alt"": [""Aspen Wealth Strategies""], ""footer_text_snippet"": [""Arvada Office 8333 Ralston Road Suite 2 Arvada, CO 80002 Phone: (303) 421-1113 Boulder Office By Appointment Only Phone: (303) 421-1113 Keep up with Our Blog Stay Connected Our firm, Aspen Wealth Strategies, LLC, is registered as an investm""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Aspen Wealth Strategies"", ""source"": ""title"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307491,https://strattoncap.com/,https://strattoncap.com/,200.0,STRATTON CAPITAL INVESTMENT ADVISORY,,0,,,0,0,,0,0,Needs Review,"{""candidates"": {""title"": [], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": null, ""source"": null, ""match_to_display"": 0, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307546,https://brwealthmgmt.com/,https://www.brwealthmgmt.com/,200.0,BETO FINANCIAL GROUP,,0,Financial Freedom Starts Here,h2,48,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Wealth Management in Boise, Serving Clients Nationwide | BR Wealth Management""], ""og_site_name"": [""BR Wealth Management""], ""og_title"": [""Wealth Management in Boise, Serving Clients Nationwide | BR Wealth Management""], ""h1"": [""Designing Your Wealth Strategy Around Your Dreams""], ""h2"": [""We provide wealth management planning that you - and your next generation - can rely on."", ""Financial Freedom Starts Here"", ""Creating the Life You’ve Always Envisioned Through Tailored Wealth Management Strategies""], ""logo_alt"": [""BR Wealth Management logo""], ""footer_text_snippet"": [""Thoughtful planning for every stage of life If you’re curious about partnering with us to better align your life and wealth, get in touch today. First Name Email Phone Subject Message Submit Now Our Address 380 E. Parkcenter Blvd, Ste. 205""], ""jsonld_org_name"": [""BR Wealth Management""], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Financial Freedom Starts Here"", ""source"": ""h2"", ""match_to_display"": 48, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307618,https://fortresswealthplanning.com/,https://fortresswealthplanning.com/,200.0,FORTRESS WEALTH PLANNING,,0,https://fortresswealthplanning.com/,og_site_name,64,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Fortress Wealth Planning | Financial Advisor Ponte Vedra Beach FL""], ""og_site_name"": [""https://fortresswealthplanning.com/""], ""og_title"": [""Fortress Wealth Planning | Financial Advisor Ponte Vedra Beach FL""], ""h1"": [""Financial Confidence for Times of Change""], ""h2"": [""Build Your Ideal Future, Today""], ""logo_alt"": [], ""footer_text_snippet"": [""Let’s discuss how we can serve as your fortress in this time of change. Schedule your introductory call today. Schedule a Complimentary Call 814 Highway A1A North, Suite 202 Ponte Vedra Beach, FL 32082 Office: (904) 301-4545 Fax: (904) 373-""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""https://fortresswealthplanning.com/"", ""source"": ""og_site_name"", ""match_to_display"": 64, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307625,https://mp-pw.com/,https://mp-pw.com/,200.0,MITCHELL & PAHL PRIVATE WEALTH,,0,Master Pressure Washing,h2,43,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Mp-Pw - online""], ""og_site_name"": [""mp-pw""], ""og_title"": [""mp-pw""], ""h1"": [""Transform Your Home with Expert Master Painting & Power Washing Services""], ""h2"": [""Master Pressure Washing"", ""See the Difference with Master Painting & Power Washing: Home Service Gallery"", ""See what our clients are raving about!""], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Master Pressure Washing"", ""source"": ""h2"", ""match_to_display"": 43, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307644,https://evolutionretirementservices.com/,https://evolutionretirementservices.com/,200.0,EVOLUTION WEALTH MANAGEMENT,,0,Evolution Retirement Services,og_site_name,60,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Need Financial Advice? We Can Help. | Evolution Retirement Services""], ""og_site_name"": [""Evolution Retirement Services""], ""og_title"": [""Need Financial Advice? We Can Help. | Evolution Retirement Services""], ""h1"": [""Minimize Taxes. Manage Investments. Maximize Legacy."", ""Our goal is to provide you with the ultimate retirement experience.""], ""h2"": [""THEY LIED: The Real Cost Of Your Retirement"", ""Download Your Copy Now"", ""Helping families live a goal-focused retirement""], ""logo_alt"": [""CF-logo2"", ""ERS-logo-horizontal-color""], ""footer_text_snippet"": [""Location 12487 Brantley Commons Ct Fort Myers, FL 33907 239.771.8696 info@evoretire.com Business Hours Monday: 9am - 5pm Tuesday: 9am - 5pm Wednesday: 9am - 5pm Thursday: 9am - 5pm Friday: 9am - 4pm Get Social Leave us a Review! Clicking th""], ""jsonld_org_name"": [""Evolution Retirement Services""], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Evolution Retirement Services"", ""source"": ""og_site_name"", ""match_to_display"": 60, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307645,https://greycliffwealth.com/,https://greycliffwealth.com/,200.0,GREYCLIFF WEALTH MANAGEMENT,,0,,,0,0,,0,0,Needs Review,"{""candidates"": {""title"": [], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": null, ""source"": null, ""match_to_display"": 0, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307702,https://ridgelinewealth.com/,https://www.hugedomains.com/domain_profile.cfm?d=ridgelinewealth.com,200.0,RIDGELINE WEALTH PLANNING,,0,RidgelineWealth.com,h1,72,0,,0,0,Needs Review,"{""candidates"": {""title"": [""RidgelineWealth.com is for sale | HugeDomains""], ""og_site_name"": [""HugeDomains""], ""og_title"": [""RidgelineWealth.com is for sale | HugeDomains""], ""h1"": [""RidgelineWealth.com""], ""h2"": [""Since 2005, we've helped thousands of people get the perfect domain name"", ""Customer success stories"", ""Our promise to you""], ""logo_alt"": [""logo""], ""footer_text_snippet"": [""Shop Home Categories Payment plans My account Safe and secure Money back guarantee Escrow.com NameBright.com Testimonials Helpful Tips Buying guide Case studies FAQs About us Overview Contact us Terms and conditions Privacy policy Talk to a""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""RidgelineWealth.com"", ""source"": ""h1"", ""match_to_display"": 72, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307752,https://www.kfgjax.com,https://www.kfgjax.com/,200.0,TITLETOWN WEALTH MANAGEMENT,,0,Titletown Wealth Management DBA Key Financial Group,og_site_name,69,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Home | Titletown Wealth Management DBA Key Financial Group""], ""og_site_name"": [""Titletown Wealth Management DBA Key Financial Group""], ""og_title"": [""Home""], ""h1"": [], ""h2"": [""When Markets React"", ""Behavioral Finance"", ""Should You Tap Retirement Savings to Fund College?""], ""logo_alt"": [""Broker Check"", ""Key Financial Group - Jacksonville, FL""], ""footer_text_snippet"": [""Check the background of your financial professional on FINRA's BrokerCheck . The content is developed from sources believed to be providing accurate information. The information in this material is not intended as tax or legal advi""], ""jsonld_org_name"": [""Key Financial Group""], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Titletown Wealth Management DBA Key Financial Group"", ""source"": ""og_site_name"", ""match_to_display"": 69, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307781,https://cyndeowealthpartners.com/,https://cyndeowp.com,200.0,CYNDEO WEALTH PARTNERS,,0,Home - Cyndeo Wealth Partners,title,89,0,,0,35,Needs Review,"{""candidates"": {""title"": [""Home - Cyndeo Wealth Partners""], ""og_site_name"": [""Cyndeo Wealth Partners - We welcome you like family""], ""og_title"": [""Home - Cyndeo Wealth Partners""], ""h1"": [], ""h2"": [""Your Life Should Have Impact ."", ""Our Team"", ""Our Difference""], ""logo_alt"": [], ""footer_text_snippet"": [""Welcome Meet Our Team Our Difference CW Boss Our Strategic Relationships News & Insights Contact Us © 2026 Cyndeo Wealth Partners Form CRS Disclosure Privacy Policy""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Home - Cyndeo Wealth Partners"", ""source"": ""title"", ""match_to_display"": 89, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307799,https://aviatorfinancial.com/,https://aviatorfinancial.com/,200.0,AVIATOR FINANCIAL CONSULTING,,0,Aviator Financial,logo_alt,75,0,,0,20,Needs Review,"{""candidates"": {""title"": [""Aviator Financial – My Website""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""717-736-9366""], ""h2"": [""Vectoring you towards success"", ""Services"", ""Menu""], ""logo_alt"": [""Aviator Financial""], ""footer_text_snippet"": [""Menu Home About Services Contact Disclosure Account Access Privacy Policy 717-736-9366 Copyright © 2026 Aviator Financial LLC""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Aviator Financial"", ""source"": ""logo_alt"", ""match_to_display"": 75, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307857,https://www.mayfloweradvisors.com/,https://www.mayfloweradvisors.com/,200.0,MAYFLOWER FINANCIAL ADVISORS,,0,Mayflower Advisors,og_site_name,78,0,,0,20,Needs Review,"{""candidates"": {""title"": [""Home | Mayflower Advisors""], ""og_site_name"": [""Mayflower Advisors""], ""og_title"": [""Home""], ""h1"": [""Invested in You.""], ""h2"": [""What We Do Helping You Reach Your Financial Destination"", ""3 Generations of Valued Clients"", ""Who We Help Dedicated To Helping You Navigate The Vast Ocean of Finance.""], ""logo_alt"": [""Broker Check"", ""Mayflower Advisors Home""], ""footer_text_snippet"": [""Contact Office: 617-259-1767 Fax: 617-259-1768 265 Franklin Street Suite 401 Boston, MA 02110 vinson.brod@mayfloweradvisors.com Quick Links Retirement Investment Estate Insurance Tax Money Lifestyle Latest Articles All Videos All Calculator""], ""jsonld_org_name"": [""Mayflower Advisors""], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Mayflower Advisors"", ""source"": ""og_site_name"", ""match_to_display"": 78, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
307997,https://advisorsharewm.com/,https://advisorsharewm.com/,200.0,ADVISOR SHARE WEALTH MANAGEMENT,,0,AS Wealth Management,logo_alt,78,0,,0,20,Needs Review,"{""candidates"": {""title"": [""AS Wealth Management – Planning Your Financial Business""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""RIA Ownership!"", ""Learn How We Use Tactical Strategies""], ""h2"": [], ""logo_alt"": [""AS Wealth Management""], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""AS Wealth Management"", ""source"": ""logo_alt"", ""match_to_display"": 78, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
308002,https://emissarywealth.com/,https://emissarywealth.com/,200.0,EMISSARY WEALTH,,0,Emissary Wealth,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Emissary Wealth - Financial Guidance and Advice for Modern Investors""], ""og_site_name"": [""Emissary Wealth""], ""og_title"": [""Emissary Wealth - Financial Guidance and Advice for Modern Investors""], ""h1"": [""Financial Guidance and Advice for Modern Investors""], ""h2"": [""Uncomplicated Services, Unlimited Outcomes"", ""About Emissary Wealth"", ""Who We Serve""], ""logo_alt"": [""Emissary Wealth Logo""], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Emissary Wealth"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
308026,https://shorehavenwealth.com/,https://www.shorehavenwealth.com/,200.0,SHOREHAVEN WEALTH PARTNERS,,0,ShoreHaven Wealth,og_site_name,79,0,,0,20,Needs Review,"{""candidates"": {""title"": [""Home | ShoreHaven Wealth""], ""og_site_name"": [""ShoreHaven Wealth""], ""og_title"": [""Home | ShoreHaven Wealth""], ""h1"": [""A better life through better planning."", ""Old World Values Mixed With New World Ideas"", ""Our Legacy""], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [""Sign up for our monthly newsletter. SIGN UP NOW Information Client Portal Contact Us Services About Us Links Privacy Policy ShoreHaven ADV CRS Disclosures 188 EAST BERGEN PLACE, SUITE 202 RED BANK, NJ 07701 732-447-9301 © 2024 SHOREHAVEN WE""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""ShoreHaven Wealth"", ""source"": ""og_site_name"", ""match_to_display"": 79, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
308057,https://oneascentwealth.com/,https://oneascent.com/,200.0,ONEASCENT WEALTH MANAGEMENT,,0,OneAscent,og_site_name,50,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Values-Aligned Solutions for Advisors and Investors""], ""og_site_name"": [""OneAscent""], ""og_title"": [""Values-Aligned Solutions for Advisors and Investors""], ""h1"": [""Align your finances with your values""], ""h2"": [""Who We Serve"", ""What We Do"", ""News & Insights""], ""logo_alt"": [], ""footer_text_snippet"": [""Aligning Values with Planning, Investing, & Giving Our business model reflects our belief that financial planning and wealth management are engaged partnerships between clients, financial advisors, and investment resources. Who We Are About""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""OneAscent"", ""source"": ""og_site_name"", ""match_to_display"": 50, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
308146,https://manerwealth.com/,https://manercpa.com/wealth-management/,200.0,MANER WEALTH,,0,Wealth Management,h1,75,0,,0,20,Needs Review,"{""candidates"": {""title"": [""Wealth Management Entirely Focused on Your Goals - Maner Costerisan""], ""og_site_name"": [""Maner Costerisan""], ""og_title"": [""Wealth Management Entirely Focused on Your Goals - Maner Costerisan""], ""h1"": [""Wealth Management""], ""h2"": [""Creating Wealth is Hard Enough. Let Us Take the Headache and the Heartache Out of Planning to Make it Last."", ""PLAN Process"", ""Schedule an introductory call with the Maner Wealth team today.""], ""logo_alt"": [""Maner Costerisan""], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Wealth Management"", ""source"": ""h1"", ""match_to_display"": 75, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
308292,https://rowling.com/,https://pathview.com/,200.0,ROWLING & ASSOCIATES,,0,Pathview Wealth Advisors,og_site_name,42,0,,0,0,Needs Review,"{""candidates"": {""title"": [""San Diego Wealth Management - Pathview Wealth Advisors""], ""og_site_name"": [""Pathview Wealth Advisors""], ""og_title"": [""Homepage""], ""h1"": [""Tax‑centered financial planning, rooted in San Diego and built for clients nationwide.""], ""h2"": [""Why Our Financial Planning is Different"", ""Tax-Efficient Wealth Management"", ""Resources""], ""logo_alt"": [""Pathview Wealth Advisors""], ""footer_text_snippet"": [""1455 Frazee Road, Suite 700 San Diego, CA 92108 P: (619) 295-0200 F: (619) 295-0210 Resources Form CRS Legal Information Make A Payment Careers Sitemap Our Firm Services Who We Serve Blog © Copyright 2026 Pathview Wealth Advisors Fiduciary""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Pathview Wealth Advisors"", ""source"": ""og_site_name"", ""match_to_display"": 42, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
308299,https://growstrongwealth.com/,https://www.growstrongwealth.com/,200.0,GROWSTRONG WEALTH STRATEGIES,,0,Personalized Wealth Strategies | GrowStrong,title,81,0,,0,20,Needs Review,"{""candidates"": {""title"": [""Personalized Wealth Strategies | GrowStrong""], ""og_site_name"": [], ""og_title"": [""Personalized Wealth Strategies | GrowStrong""], ""h1"": [], ""h2"": [], ""logo_alt"": [""The logo for growstrong wealth strategies is gray and white.""], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Personalized Wealth Strategies | GrowStrong"", ""source"": ""title"", ""match_to_display"": 81, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
308429,https://stonewealthpartners.com/,https://www.stone-wealth.com/,200.0,STONE WEALTH PARTNERS,,0,Home | Stone Wealth Partners,title,89,0,,0,35,Needs Review,"{""candidates"": {""title"": [""Home | Stone Wealth Partners""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""Plan | Invest | Enjoy""], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Home | Stone Wealth Partners"", ""source"": ""title"", ""match_to_display"": 89, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
308547,https://sonomaprivatewealth.com/,https://www.sonomaprivatewealth.com/,200.0,SONOMA PRIVATE WEALTH,,0,Sonoma Private Wealth,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Sonoma Private Wealth""], ""og_site_name"": [""Sonoma Private Wealth""], ""og_title"": [""Sonoma Private Wealth""], ""h1"": [], ""h2"": [""When you do something meaningful, you do more than just change the world. You increase your own happiness.""], ""logo_alt"": [], ""footer_text_snippet"": [""info@sonomaprivatewealth.com (415) 806-0073""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Sonoma Private Wealth"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
308777,https://archerpointewealth.com/,https://archerpointewm.com/,200.0,ARCHER POINTE WEALTH MANAGEMENT,,0,Why Choose Archer Pointe Wealth Management?,h1,84,0,,0,20,Needs Review,"{""candidates"": {""title"": [""Davis, CA | Fee-Only Financial Planning | Archer Pointe Wealth Management — Archer Pointe Wealth Management | Sacramento, CA""], ""og_site_name"": [""Archer Pointe Wealth Management | Sacramento, CA""], ""og_title"": [""Davis, CA | Fee-Only Financial Planning | Archer Pointe Wealth Management""], ""h1"": [""Your Life, Your Future ...In Balance"", ""Developing Unique Financial Planning and Wealth Management Strategies"", ""Why Choose Archer Pointe Wealth Management?""], ""h2"": [""Adhering to Precision, Patience, and Honor"", ""Throughout Our Work"", ""What Sets Us Apart?""], ""logo_alt"": [""Logo for Archer Pointe Wealth Management | Sacramento, CA"", ""Archer Pointe logo Davis, CA Archer Pointe Wealth Management""], ""footer_text_snippet"": [""Davis Office 231 D Street, Suite D Davis, CA 95616 (530) 280-7340 Sacramento Office 333 University Avenue, Suite 200 Sacramento, CA 95825 (530) 280-7340 EMAIL info@archerpointewm.com Disclosures Powered by Twenty Over Ten""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Why Choose Archer Pointe Wealth Management?"", ""source"": ""h1"", ""match_to_display"": 84, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
